Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,MetaCode_MV_UD4,MetaCode_MV_UD5,MetaCode_MV_UD6,MetaCode_MV_UD7,MetaCode_MV_UD8,MetaCode_MV_UD9,MetaCode_MV_UD10,MetaCode_MV_UD11,MetaCode_MV_UD12,MetaCode_MV_UD13,MetaCode_MV_UD14,MetaCode_MV_UD15,MetaCode_MV_UD16,Aux_Temperature_1(C),Aux_dT/dt_1(C)
6842,2022/07/30 13:31:43,91095.0259,1180.0008,1,28,0,0,0,0,1.911423,3.781913,7.228835492199,4.782282,0.08401304,18.76652,0.2770528,,0.000110537097498309,,,,,,,,,,,,,,,,,,,,24.52134,0.01303017
6843,2022/07/30 13:31:53,91105.0265,1190.0014,1,28,0,0,0,0,1.911774,3.783065,7.23236530731,4.78759,0.08401304,18.78659,0.2770528,,0.000102560101367999,,5.4069390296936,,,,,,,,,,,,,,,,,,24.48258,-0.000461936
6844,2022/07/30 13:32:03,91115.0267,1200.0016,1,28,0,0,0,0,1.911606,3.783564,7.232683643784,4.792902,0.08401304,18.80669,0.2770528,,0.0000791422789916396,,,,,,,,,,,,,,,,,,,,24.47567,0.01203835
6845,2022/07/30 13:32:13,91125.0262,1210.0011,1,28,0,0,0,0,1.911972,3.784882,7.236588407304,4.79821,0.08401304,18.82678,0.2770528,,0.000104838400147855,,,,,,,,,,,,,,,,,,,,24.4501,-0.02153933
6846,2022/07/30 13:32:23,91135.026,1220.0009,1,28,0,0,0,0,1.911644,3.785684,7.236880104496,4.803519,0.08401304,18.84688,0.2770528,,0.000100025899882894,,,,,,,,,,,,,,,,,,,,24.47339,-0.003856421
6847,2022/07/30 13:32:33,91145.0263,1230.0012,1,28,0,0,0,0,1.912003,3.786604,7.239998207812,4.808829,0.08401304,18.86698,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.5182,0.01361728
6848,2022/07/30 13:32:43,91155.0255,1240.0004,1,28,0,0,0,0,1.911484,3.787494,7.239734181096,4.814136,0.08401304,18.88708,0.2770528,,0.0000816321989987046,,5.65432119369507,,,,,,,,,,,,,,,,,,24.49368,0.006148219
6849,2022/07/30 13:32:53,91165.0263,1250.0012,1,28,0,0,0,0,1.911789,3.788607,7.243017187923,4.819446,0.08401304,18.90719,0.2770528,,0.000142807301017456,,,0.178517997264862,,,,,,,,,,,,,,,,,24.44551,0.00759542
6850,2022/07/30 13:33:03,91175.0266,1260.0015,1,28,0,0,0,0,1.911377,3.789466,7.243098154682,4.824754,0.08401304,18.92731,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.47943,0.007855296
6851,2022/07/30 13:33:13,91185.0266,1270.0015,1,28,0,0,0,0,1.911621,3.790313,7.245641927373,4.830064,0.08401304,18.94743,0.2770528,,0.0000692602916387841,,,,,,,,,,,,,,,,,,,,24.50793,0.01480401
6852,2022/07/30 13:33:23,91195.0252,1280.0001,1,28,0,0,0,0,1.91143,3.790963,7.24616040709,4.835373,0.08401304,18.96756,0.2770528,,0.000116655202873517,,,,,,,,,,,,,,,,,,,,24.47147,0.0257796
6853,2022/07/30 13:33:33,91205.0252,1290.0001,1,28,0,0,0,0,1.912079,3.792054,7.250706820266,4.840683,0.08401304,18.98769,0.2770528,,0.0000834432285046205,,,,,,,,,,,,,,,,,,,,24.47545,0.003737807
6854,2022/07/30 13:33:43,91215.0253,1300.0002,1,28,0,0,0,0,1.911766,3.792992,7.251313143872,4.845992,0.08401304,19.00782,0.2770528,,0.000103141101135407,,6.06048822402954,,,,,,,,,,,,,,,,,,24.44572,0.001053214
6855,2022/07/30 13:33:53,91225.0255,1310.0004,1,28,0,0,0,0,1.912064,3.793539,7.253489354496,4.8513,0.08401304,19.02795,0.2770528,,0.0000657477503409609,,,,,,,,,,,,,,,,,,,,24.47061,0.003018975
6856,2022/07/30 13:34:03,91235.0256,1320.0005,1,28,0,0,0,0,1.911537,3.794509,7.253344350333,4.856612,0.08401304,19.04811,0.2770528,,0.000102497098851018,,,,,,,,,,,,,,,,,,,,24.57598,-0.009367466
6857,2022/07/30 13:34:13,91245.0256,1330.0005,1,28,0,0,0,0,1.911522,3.795246,7.254696224412,4.861919,0.08401304,19.06825,0.2770528,,0.000143178593134508,,,,,,,,,,,,,,,,,,,,24.56004,-0.003088713
6858,2022/07/30 13:34:23,91255.0265,1340.0014,1,28,0,0,0,0,1.910843,3.796232,7.254003343576,4.867229,0.08401304,19.0884,0.2770528,,0.0000807622564025223,,,,,,,,,,,,,,,,,,,,24.54918,0.009099245
6859,2022/07/30 13:34:33,91265.0258,1350.0007,1,28,0,0,0,0,1.911789,3.796709,7.258506502401,4.872537,0.08401304,19.10855,0.2770528,,0.0000853508317959495,,,,,,,,,,,,,,,,,,,,24.53344,-0.02095163
6860,2022/07/30 13:34:43,91275.0251,1360,1,28,0,0,0,0,1.911591,3.797771,7.259784863661,4.877846,0.08401304,19.12871,0.2770528,,0.000110548397060484,,6.66980123519897,,,,,,,,,,,,,,,,,,24.56111,-0.0002598763
6861,2022/07/30 13:34:53,91285.0261,1370.001,1,28,0,0,0,0,1.911858,3.798283,7.261777739814,4.883154,0.08401304,19.14888,0.2770528,,0.0000716350186849013,,,0,,,,,,,,,,,,,,,,,24.49032,0.008708835
6862,2022/07/30 13:35:03,91295.0254,1380.0003,1,28,0,0,0,0,1.911514,3.799048,7.261933438672,4.888465,0.08401304,19.16905,0.2770528,,,,,0.154321402311325,,,,,,,,,,,,,,,,,24.46601,-0.03507793
6863,2022/07/30 13:35:13,91305.0264,1390.0013,1,28,0,0,0,0,1.911484,3.799662,7.262993118408,4.893773,0.08401304,19.18922,0.2770528,,0.000056973280152306,,,,,,,,,,,,,,,,,,,,24.50204,-0.01550794
6864,2022/07/30 13:35:23,91315.0256,1400.0005,1,28,0,0,0,0,1.912247,3.800491,7.267477513277,4.899082,0.08401304,19.20939,0.2770528,,0.0000917339566512965,,,,,,,,,,,,,,,,,,,,24.52089,-0.01721501
6865,2022/07/30 13:35:33,91325.0266,1410.0015,1,28,0,0,0,0,1.911377,3.801071,7.265279684767,4.904392,0.08401304,19.22957,0.2770528,,0.0000430284308094997,,,,,,,,,,,,,,,,,,,,24.4704,0.007326603
6866,2022/07/30 13:35:43,91335.0259,1420.0008,1,28,0,0,0,0,1.911568,3.801897,7.267584644496,4.9097,0.08401304,19.24975,0.2770528,,0.0000508126904605888,,,,,,,,,,,,,,,,,,,,24.49952,0.003857017
6867,2022/07/30 13:35:53,91345.0254,1430.0003,1,28,0,0,0,0,1.911339,3.802605,7.268067238095,4.915009,0.08401304,19.26994,0.2770528,,0.0000672497626510449,,,,,,,,,,,,,,,,,,,,24.47984,-0.02460599
6868,2022/07/30 13:36:03,91355.0262,1440.0011,1,28,0,0,0,0,1.911552,3.803308,7.270221014016,4.920319,0.08401304,19.29013,0.2770528,,0.0000938837329158559,,7.40321683883667,,,,,,,,,,,,,,,,,,24.40504,-0.02566874
6869,2022/07/30 13:36:13,91365.0254,1450.0003,1,28,0,0,0,0,1.911789,3.803885,7.272225500265,4.925626,0.08401304,19.31032,0.2770528,,0.000100391102023423,,,,,,,,,,,,,,,,,,,,24.44757,-0.0068748
6870,2022/07/30 13:36:23,91375.0263,1460.0012,1,28,0,0,0,0,1.91217,3.804419,7.27469587923,4.930937,0.08401304,19.33052,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.45698,0.005243421
6871,2022/07/30 13:36:33,91385.0258,1470.0007,1,28,0,0,0,0,1.912041,3.805464,7.276203192024,4.936247,0.08401304,19.35073,0.2770528,,0.0000850336291478015,,,,,,,,,,,,,,,,,,,,24.4373,-0.02140939
6872,2022/07/30 13:36:43,91395.0268,1480.0017,1,28,0,0,0,0,1.911278,3.806036,7.274392874008,4.941555,0.08401304,19.37093,0.2770528,,0.0000451203086413443,,,,,,,,,,,,,,,,,,,,24.49783,0.0132823
6873,2022/07/30 13:36:53,91405.0259,1490.0008,1,28,0,0,0,0,1.91143,3.806863,7.27655214409,4.946864,0.08401304,19.39114,0.2770528,,0.0000818740227259696,,,,,,,,,,,,,,,,,,,,24.52151,0.01767874
6874,2022/07/30 13:37:03,91415.0257,1500.0006,1,28,0,0,0,0,1.911949,3.807386,7.279527855314,4.952172,0.08401304,19.41135,0.2770528,,0.000102767196949571,,,0,,,,,,,,,,,,,,,,,24.44505,-0.01551807
6875,2022/07/30 13:37:13,91425.0261,1510.001,1,28,0,0,0,0,1.911575,3.808365,7.279975324875,4.957483,0.08401304,19.43157,0.2770528,,0.0000548824391444214,,7.54944801330566,,,,,,,,,,,,,,,,,,24.46704,-0.01792848
6876,2022/07/30 13:37:23,91435.0261,1520.001,1,28,0,0,0,0,1.911736,3.809093,7.281980215448,4.962791,0.08401304,19.45179,0.2770528,,0.000073846458690241,,,0.133357092738152,,,,,,,,,,,,,,,,,24.50412,0.01185536
6877,2022/07/30 13:37:33,91445.0262,1530.0011,1,28,0,0,0,0,1.911697,3.809745,7.283078087265,4.968102,0.08401304,19.47202,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.46244,0.007738471
6878,2022/07/30 13:37:43,91455.0259,1540.0008,1,28,0,0,0,0,1.911118,3.81046,7.28223869428,4.973411,0.08401304,19.49224,0.2770528,,0.0000854384488775395,,,,,,,,,,,,,,,,,,,,24.46473,0.01348913
6879,2022/07/30 13:37:53,91465.0256,1550.0005,1,28,0,0,0,0,1.911827,3.811666,7.287245973782,4.978719,0.08401304,19.51247,0.2770528,,0.0000559097607037984,,,,,,,,,,,,,,,,,,,,24.48987,0.03070295
6880,2022/07/30 13:38:03,91475.026,1560.0009,1,28,0,0,0,0,1.911972,3.811834,7.288119876648,4.984029,0.08401304,19.53271,0.2770528,,0.000102983998658601,,,,,,,,,,,,,,,,,,,,24.47877,0.01008391
6881,2022/07/30 13:38:13,91485.026,1570.0009,1,28,0,0,0,0,1.911659,3.812836,7.288842254924,4.989337,0.08401304,19.55295,0.2770528,,0.0000693043984938413,,7.08516311645508,,,,,,,,,,,,,,,,,,24.44903,-0.02880394
6882,2022/07/30 13:38:23,91495.026,1580.0009,1,28,0,0,0,0,1.911285,3.813539,7.288759887615,4.994647,0.08401304,19.5732,0.2770528,,0.0000499421803397127,,,,,,,,,,,,,,,,,,,,24.4953,0.01642585
6883,2022/07/30 13:38:33,91505.0253,1590.0002,1,28,0,0,0,0,1.911575,3.814327,7.291372135025,4.999955,0.08401304,19.59344,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.48444,-0.001363158
6884,2022/07/30 13:38:43,91515.0262,1600.0011,1,28,0,0,0,0,1.911423,3.815176,7.292415155448,5.005264,0.08401304,19.61369,0.2770528,,0.000075630727224052,,,,,,,,,,,,,,,,,,,,24.47814,0.0002598763
6885,2022/07/30 13:38:53,91525.0256,1610.0005,1,28,0,0,0,0,1.911591,3.815734,7.294122772794,5.010573,0.08401304,19.63395,0.2770528,,0.0000930993483052589,,,,,,,,,,,,,,,,,,,,24.4953,0.003923178
6886,2022/07/30 13:39:03,91535.0258,1620.0007,1,28,0,0,0,0,1.911499,3.816706,7.295629702294,5.015881,0.08401304,19.65421,0.2770528,,0.0000645623877062462,,,,,,,,,,,,,,,,,,,,24.47355,0.009434819
6887,2022/07/30 13:39:13,91545.0268,1630.0017,1,28,0,0,0,0,1.912064,3.817348,7.299013686272,5.021192,0.08401304,19.67448,0.2770528,,0.0000693381589371711,,,,,,,,,,,,,,,,,,,,24.45446,0.01577854
6888,2022/07/30 13:39:23,91555.0252,1640.0001,1,28,0,0,0,0,1.911156,3.818445,7.29764407242,5.0265,0.08401304,19.69474,0.2770528,,0.0000645634572720155,,6.93728685379028,0,,,,,,,,,,,,,,,,,24.47732,0.003932714
6889,2022/07/30 13:39:33,91565.0253,1650.0002,1,28,0,0,0,0,1.911659,3.818686,7.300025460074,5.031806,0.08401304,19.715,0.2770528,,0.000102518097264692,,,0.143118306994438,,,,,,,,,,,,,,,,,24.43163,-0.01027882
6890,2022/07/30 13:39:43,91575.0255,1660.0004,1,28,0,0,0,0,1.911667,3.819757,7.302103404919,5.037117,0.08401304,19.73529,0.2770528,,0.0000813468577689491,,,,,,,,,,,,,,,,,,,,24.42032,0.0004547834
6891,2022/07/30 13:39:53,91585.0255,1670.0004,1,28,0,0,0,0,1.91201,3.820179,7.30422044979,5.042426,0.08401304,19.75557,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.43394,-0.02651274
6892,2022/07/30 13:40:03,91595.0263,1680.0012,1,28,0,0,0,0,1.912277,3.821263,7.307313345851,5.047736,0.08401304,19.77585,0.2770528,,0.0000844672686071135,,,,,,,,,,,,,,,,,,,,24.45279,-0.03141999
6893,2022/07/30 13:40:13,91605.0266,1690.0015,1,28,0,0,0,0,1.911369,3.821579,7.304447631651,5.053045,0.08401304,19.79615,0.2770528,,0.0000388819389627315,,,,,,,,,,,,,,,,,,,,24.48652,0.05113482
6894,2022/07/30 13:40:23,91615.0267,1700.0016,1,28,0,0,0,0,1.911568,3.822474,7.306918979232,5.058353,0.08401304,19.81643,0.2770528,,0.0000636504628346302,,,,,,,,,,,,,,,,,,,,24.50495,0.003014803
6895,2022/07/30 13:40:33,91625.0267,1710.0016,1,28,0,0,0,0,1.911774,3.82314,7.30897965036,5.063662,0.08401304,19.83673,0.2770528,,0.0000540944383828901,,7.37984895706177,,,,,,,,,,,,,,,,,,24.56987,0.03979623
6896,2022/07/30 13:40:43,91635.0261,1720.001,1,28,0,0,0,0,1.911644,3.823833,7.309807411452,5.06897,0.08401304,19.85702,0.2770528,,0.000098253796750214,,,,,,,,,,,,,,,,,,,,24.50222,-0.02265215
6897,2022/07/30 13:40:53,91645.0261,1730.001,1,28,0,0,0,0,1.91143,3.824401,7.31007480343,5.07428,0.08401304,19.87733,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.47082,-0.01551867
6898,2022/07/30 13:41:03,91655.0254,1740.0003,1,28,0,0,0,0,1.911186,3.824946,7.310183245956,5.079589,0.08401304,19.89763,0.2770528,,0.0000713147892383859,,,,,,,,,,,,,,,,,,,,24.47372,0.003405213
6899,2022/07/30 13:41:13,91665.0263,1750.0012,1,28,0,0,0,0,1.911919,3.82552,7.31408437288,5.084898,0.08401304,19.91794,0.2770528,,0.0000504595809616148,,,,,,,,,,,,,,,,,,,,24.51335,0.01020491
6900,2022/07/30 13:41:23,91675.0264,1760.0013,1,28,0,0,0,0,1.911629,3.826006,7.313904023774,5.090207,0.08401304,19.93825,0.2770528,,0.0000489128615299705,,,,,,,,,,,,,,,,,,,,24.4999,0.0157696
6901,2022/07/30 13:41:33,91685.0258,1770.0007,1,28,0,0,0,0,1.911934,3.82683,7.31664638922,5.095516,0.08401304,19.95857,0.2770528,,0.0000560682710784022,,,0,,,,,,,,,,,,,,,,,24.52276,0.01309812
6902,2022/07/30 13:41:43,91695.0268,1780.0017,1,28,0,0,0,0,1.911751,3.827319,7.316880925569,5.100828,0.08401304,19.9789,0.2770528,,0.0000641320075374097,,,,,,,,,,,,,,,,,,,,24.45342,-0.03646791
6903,2022/07/30 13:41:53,91705.026,1790.0009,1,28,0,0,0,0,1.911812,3.827887,7.318200301244,5.106135,0.08401304,19.99921,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.54389,0.01910865
6904,2022/07/30 13:42:03,91715.0261,1800.001,1,28,0,0,0,0,1.911789,3.828176,7.318664766864,5.111446,0.08401304,20.01954,0.2770528,,0.0000644011524855159,,9.00209426879883,,,,,,,,,,,,,,,,,,24.47393,0.004713535
6905,2022/07/30 13:42:13,91725.0263,1810.0012,1,28,0,0,0,0,1.911659,3.828938,7.319623788142,5.116755,0.08401304,20.03987,0.2770528,,0.0000297921997116646,,,0.119443401694298,,,,,,,,,,,,,,,,,24.52422,-0.0133574
6906,2022/07/30 13:42:23,91735.0253,1820.0002,1,28,0,0,0,0,1.912315,3.829443,7.323101290545,5.122062,0.08401304,20.06019,0.2770528,,0.0000660643927403726,,,,,,,,,,,,,,,,,,,,24.4383,-0.001513958
6907,2022/07/30 13:42:33,91745.0258,1830.0007,1,28,0,0,0,0,1.91172,3.829871,7.32164098812,5.127374,0.08401304,20.08053,0.2770528,,0.0000617575569776818,,,,,,,,,,,,,,,,,,,,24.4383,-0.007935166
6908,2022/07/30 13:42:43,91755.0257,1840.0006,1,28,0,0,0,0,1.912117,3.830296,7.323974096632,5.132682,0.08401304,20.10086,0.2770528,,0.0000665819170535542,,,,,,,,,,,,,,,,,,,,24.41717,0.009037256
6909,2022/07/30 13:42:53,91765.0259,1850.0008,1,28,0,0,0,0,1.911667,3.830909,7.323422315303,5.137991,0.08401304,20.1212,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.53283,0.001057386
6910,2022/07/30 13:43:03,91775.0259,1860.0008,1,28,0,0,0,0,1.911606,3.831151,7.323651238506,5.143302,0.08401304,20.14154,0.2770528,,0.0000581224412599113,,,,,,,,,,,,,,,,,,,,24.48797,0.02336979
6911,2022/07/30 13:43:13,91785.0261,1870.001,1,28,0,0,0,0,1.912331,3.831835,7.327736857385,5.148611,0.08401304,20.16188,0.2770528,,0.0000371414716937579,,,,,,,,,,,,,,,,,,,,24.48486,0.01303434
6912,2022/07/30 13:43:23,91795.0254,1880.0003,1,28,0,0,0,0,1.912331,3.832186,7.328408085566,5.153919,0.08401304,20.18222,0.2770528,,0.000048121470172191,,,,,,,,,,,,,,,,,,,,24.47687,0.001892447
6913,2022/07/30 13:43:33,91805.0254,1890.0003,1,28,0,0,0,0,1.911911,3.832604,7.327597746244,5.159231,0.08401304,20.20258,0.2770528,,0.0000610514107393101,,,,,,,,,,,,,,,,,,,,24.50537,0.02115309
6914,2022/07/30 13:43:43,91815.0257,1900.0006,1,28,0,0,0,0,1.911514,3.833219,7.327251783566,5.164539,0.08401304,20.22293,0.2770528,,0.0000428671810368542,,10.9722299575806,,,,,,,,,,,,,,,,,,24.50997,-0.02200544
6915,2022/07/30 13:43:53,91825.0266,1910.0015,1,28,0,0,0,0,1.912132,3.833445,7.33005285474,5.169849,0.08401304,20.24328,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.4823,0.0167644
6916,2022/07/30 13:44:03,91835.0266,1920.0015,1,28,0,0,0,0,1.911621,3.834144,7.329430187424,5.175158,0.08401304,20.26363,0.2770528,,0.00000154100098370691,,,,,,,,,,,,,,,,,,,,24.46283,0.01355469
6917,2022/07/30 13:44:13,91845.0263,1930.0012,1,28,0,0,0,0,1.911621,3.834371,7.329864125391,5.180468,0.08401304,20.28399,0.2770528,,0.0000508904413436539,,,0,,,,,,,,,,,,,,,,,24.45172,0.005166531
6918,2022/07/30 13:44:23,91855.0252,1940.0001,1,28,0,0,0,0,1.911919,3.834681,7.331599462839,5.185775,0.08401304,20.30435,0.2770528,,0.0000554788093722891,,,,,,,,,,,,,,,,,,,,24.49742,-0.003662705
6919,2022/07/30 13:44:33,91865.0253,1950.0002,1,28,0,0,0,0,1.911713,3.835225,7.331849490425,5.191085,0.08401304,20.32471,0.2770528,,0.0000107467803900363,,,,,,,,,,,,,,,,,,,,24.462,-0.01977623
6920,2022/07/30 13:44:43,91875.0262,1960.0011,1,28,0,0,0,0,1.911949,3.835871,7.333989722579,5.196396,0.08401304,20.34508,0.2770528,,0.000022088419427746,,,,,,,,,,,,,,,,,,,,24.54475,-0.01113057
6921,2022/07/30 13:44:53,91885.0255,1970.0004,1,28,0,0,0,0,1.911766,3.836186,7.333889964476,5.201704,0.08401304,20.36544,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.52276,0.01852453
6922,2022/07/30 13:45:03,91895.0264,1980.0013,1,28,0,0,0,0,1.911606,3.836804,7.334457547224,5.207014,0.08401304,20.38581,0.2770528,,0.0000777949971961789,,,,,,,,,,,,,,,,,,,,24.50139,-0.0007158518
6923,2022/07/30 13:45:13,91905.0258,1990.0007,1,28,0,0,0,0,1.911522,3.836898,7.334314938756,5.212321,0.08401304,20.40618,0.2770528,,0.0000716751310392283,,,,,,,,,,,,,,,,,,,,24.51647,0.02729237
6924,2022/07/30 13:45:23,91915.0262,2000.0011,1,28,0,0,0,0,1.911804,3.837533,7.336610939532,5.217631,0.08401304,20.42655,0.2770528,,0.0000264351892838022,,,,,,,,,,,,,,,,,,,,24.47541,-0.01256943
6925,2022/07/30 13:45:33,91925.026,2010.0009,1,28,0,0,0,0,1.911812,3.83763,7.33682708556,5.22294,0.08401304,20.44693,0.2770528,,0.00000813931001175661,,,,,,,,,,,,,,,,,,,,24.61158,0.042032
6926,2022/07/30 13:45:43,91935.0253,2020.0002,1,28,0,0,0,0,1.91188,3.838401,7.33856210388,5.228249,0.08401304,20.4673,0.2770528,,,,12.3767995834351,,,,,,,,,,,,,,,,,,24.54707,0.003208518
6927,2022/07/30 13:45:53,91945.0255,2030.0004,1,28,0,0,0,0,1.911522,3.83839,7.33716692958,5.233558,0.08401304,20.48768,0.2770528,,0.0000332678901031613,,,0.0843800008296967,,,,,,,,,,,,,,,,,24.49112,0.00366509
6928,2022/07/30 13:46:03,91955.0255,2040.0004,1,28,0,0,0,0,1.911484,3.83882,7.33784300888,5.238865,0.08401304,20.50805,0.2770528,,0.0000558307401661295,,,,,,,,,,,,,,,,,,,,24.55168,0.001708269
6929,2022/07/30 13:46:13,91965.0265,2050.0014,1,28,0,0,0,0,1.911766,3.83921,7.33967114486,5.244175,0.08401304,20.52844,0.2770528,,0.000036669138353318,,,,,,,,,,,,,,,,,,,,24.63358,-0.01008391
6930,2022/07/30 13:46:23,91975.0261,2060.001,1,28,0,0,0,0,1.911461,3.839471,7.338999077131,5.249485,0.08401304,20.54882,0.2770528,,0.0000173843600350665,,,,,,,,,,,,,,,,,,,,24.54307,-0.0005269051
6931,2022/07/30 13:46:33,91985.0258,2070.0007,1,28,0,0,0,0,1.911591,3.839978,7.340467384998,5.254793,0.08401304,20.5692,0.2770528,,0.0000295173194899689,,,,,,,,,,,,,,,,,,,,24.57136,0.0007152557
6932,2022/07/30 13:46:43,91995.0261,2080.001,1,28,0,0,0,0,1.911591,3.840329,7.341138353439,5.260103,0.08401304,20.5896,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.53217,-0.00569582
6933,2022/07/30 13:46:53,92005.0254,2090.0003,1,28,0,0,0,0,1.911751,3.840568,7.342209714568,5.26541,0.08401304,20.60998,0.2770528,,0.0000428308703703806,,,,,,,,,,,,,,,,,,,,24.5808,-0.005165339
6934,2022/07/30 13:47:03,92015.0263,2100.0012,1,28,0,0,0,0,1.911987,3.840981,7.343905739247,5.27072,0.08401304,20.63037,0.2770528,,0.0000406556900998112,,,,,,,,,,,,,,,,,,,,24.54475,-0.008116961
6935,2022/07/30 13:47:13,92025.0262,2110.0011,1,28,0,0,0,0,1.911789,3.841209,7.343581112901,5.27603,0.08401304,20.65077,0.2770528,,-0.00000150146399846562,,,,,,,,,,,,,,,,,,,,24.51793,0.002420545
6936,2022/07/30 13:47:23,92035.0256,2120.0005,1,28,0,0,0,0,1.911682,3.841359,7.343456855838,5.281337,0.08401304,20.67115,0.2770528,,0.00000130387002172938,,,,,,,,,,,,,,,,,,,,24.48486,-0.01675189
6937,2022/07/30 13:47:33,92045.0266,2130.0015,1,28,0,0,0,0,1.911606,3.842124,7.344627291144,5.286648,0.08401304,20.69156,0.2770528,,0.0000404219899792224,,,,,,,,,,,,,,,,,,,,24.56444,0.01989782
6938,2022/07/30 13:47:43,92055.0266,2140.0015,1,28,0,0,0,0,1.911392,3.841973,7.343516456416,5.291956,0.08401304,20.71195,0.2770528,,,,0,,,,,,,,,,,,,,,,,,24.56067,0.01872003
6939,2022/07/30 13:47:53,92065.026,2150.0009,1,28,0,0,0,0,1.911774,3.842506,7.346003065644,5.297264,0.08401304,20.73235,0.2770528,,0.0000414878086303361,,,0,,,,,,,,,,,,,,,,,24.5219,-0.0009828806
6940,2022/07/30 13:48:03,92075.0253,2160.0002,1,28,0,0,0,0,1.911514,3.842514,7.345019306196,5.302576,0.08401304,20.75275,0.2770528,,-0.000000237085004073379,,,,,,,,,,,,,,,,,,,,24.56779,0.01433849
6941,2022/07/30 13:48:13,92085.0262,2170.0011,1,28,0,0,0,0,1.911804,3.84305,7.3471583622,5.307884,0.08401304,20.77315,0.2770528,,0.00000644038209429709,,16.6197605133057,,,,,,,,,,,,,,,,,,24.5542,0.002484918
6942,2022/07/30 13:48:23,92095.0255,2180.0004,1,28,0,0,0,0,1.911514,3.843175,7.34628281695,5.313193,0.08401304,20.79356,0.2770528,,0.0000273031491815345,,,,,,,,,,,,,,,,,,,,24.50139,-0.01800358
6943,2022/07/30 13:48:33,92105.0264,2190.0013,1,28,0,0,0,0,1.912102,3.843502,7.349167861204,5.318504,0.08401304,20.81397,0.2770528,,0.0000130785401779576,,,,,,,,,,,,,,,,,,,,24.50703,-0.02089024
6944,2022/07/30 13:48:43,92115.0258,2200.0007,1,28,0,0,0,0,1.911537,3.843676,7.347328890012,5.323813,0.08401304,20.83437,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.51478,-0.003665686
6945,2022/07/30 13:48:53,92125.0259,2210.0008,1,28,0,0,0,0,1.911911,3.843946,7.349282640806,5.329122,0.08401304,20.85478,0.2770528,,0.00000699365909895278,,,,,,,,,,,,,,,,,,,,24.44481,-0.0356847
6946,2022/07/30 13:49:03,92135.0259,2220.0008,1,28,0,0,0,0,1.911522,3.844177,7.348228907394,5.334431,0.08401304,20.87519,0.2770528,,0.00000375344097847119,,,,,,,,,,,,,,,,,,,,24.48714,-0.01086235
6947,2022/07/30 13:49:13,92145.0252,2230.0001,1,28,0,0,0,0,1.91188,3.844281,7.34980395828,5.339739,0.08401304,20.89559,0.2770528,,0.00000387216277886182,,,,,,,,,,,,,,,,,,,,24.55648,-0.02207041
6948,2022/07/30 13:49:23,92155.0262,2240.0011,1,28,0,0,0,0,1.91188,3.844763,7.35072548444,5.345051,0.08401304,20.91602,0.2770528,,0.0000277786894002929,,,,,,,,,,,,,,,,,,,,24.54539,-0.006677508
6949,2022/07/30 13:49:33,92165.026,2250.0009,1,28,0,0,0,0,1.911751,3.844843,7.350382450093,5.350359,0.08401304,20.93642,0.2770528,,0.0000307009795506019,,,,,,,,,,,,,,,,,,,,24.54787,0.004183054
6950,2022/07/30 13:49:43,92175.0265,2260.0014,1,28,0,0,0,0,1.911659,3.845343,7.350984554037,5.355668,0.08401304,20.95684,0.2770528,,,,,,,,,,,,,,,,,,,,,,24.50284,0.02730846
6951,2022/07/30 13:49:53,92185.0257,2270.0006,1,28,0,0,0,0,1.911789,3.845287,7.351377388443,5.360979,0.08401304,20.97726,0.2770528,,0.0000177397996594664,,,0,,,,,,,,,,,,,,,,,24.54244,0.008116364
6952,2022/07/30 13:50:03,92195.0266,2280.0015,1,28,0,0,0,0,1.911377,3.845838,7.350846298926,5.366288,0.08401304,20.99767,0.2770528,,0.0000143034203574643,,,,,,,,,,,,,,,,,,,,24.58813,0.01577973
6953,2022/07/30 13:50:13,92205.026,2290.0009,1,28,0,0,0,0,1.911392,3.8457,7.3506402144,5.371595,0.08401304,21.01809,0.2770528,,0.0000304243894788669,,0,,,,,,,,,,,,,,,,,,24.56675,0.009172559
6954,2022/07/30 13:50:23,92215.026,2300.0009,1,28,0,0,0,0,1.911766,3.846148,7.352934977368,5.376905,0.08401304,21.03851,0.2770528,,0.0000206645399885019,,,,,,,,,,,,,,,,,,,,24.59836,0.009877086
